,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31
80,2463,80,Oklahoma County,County,OK,OK,Oklahoma City,40,109,23628.0,23695.0,23823.0,24010.0,24238.0,24386.0,24665.0,24936.0,25361.0,25730.0,26042.0,26301.0,26557.0,26902.0,27149.0,27252.0,27402.0,27627.0,27770.0,27839.0,27700.0,27729.0,27830.0,28056.0,28184.0,28241.0,28350.0,28817.0,29062.0,29384.0,29527.0,29811.0,30042.0,30080.0,30197.0,30267.0,30576.0,30844.0,31101.0,31292.0,31493.0,31660.0,31709.0,31753.0,31824.0,32055.0,32157.0,32173.0,32024.0,31961.0,31890.0,31821.0,31909.0,32019.0,32342.0,32580.0,32893.0,33076.0,33280.0,33628.0,34032.0,34409.0,34697.0,34615.0,34477.0,34389.0,34444.0,34553.0,34593.0,34665.0,34703.0,34613.0,34463.0,34377.0,34511.0,35134.0,35420.0,35569.0,35372.0,35478.0,35539.0,35668.0,35767.0,36043.0,36396.0,36736.0,36800.0,36619.0,36814.0,37182.0,37725.0,38052.0,38430.0,38736.0,38964.0,39117.0,39210.0,39355.0,39581.0,39942.0,40116.0,40317.0,40478.0,40488.0,40397.0,40322.0,40524.0,40641.0,40898.0,40904.0,41136.0,41290.0,41636.0,41680.0,41883.0,42070.0,42532.0,42922.0,43364.0,43809.0,44100.0,44476.0,44747.0,44977.0,45122.0,45392.0,45618.0,46062.0,46380.0,46601.0,46499.0,46555.0,46957.0,47259.0,47304.0,47246.0,47489.0,47917.0,48322.0,48592.0,48633.0,48793.0,49122.0,49242.0,49201.0,49468.0,50222.0,50753.0,50735.0,50340.0,49969.0,49770.0,49839.0,49983.0,49825.0,49664.0,49179.0,48400.0,47380.0,46953.0,46751.0,47078.0,47191.0,47108.0,46815.0,46770.0,47229.0,47746.0,48207.0,48982.0,49506.0,49733.0,49769.0,49572.0,49405.0,49155.0,49085.0,48757.0,48215.0,47655.0,47465.0,47225.0,47261.0,47104.0,47251.0,47108.0,47214.0,47323.0,47520.0,47640.0,47525.0,47369.0,46930.0,46523.0,45933.0,45736.0,45315.0,45097.0,44686.0,44633.0,44326.0,44063.0,43985.0,44187.0,44481.0,44460.0,44598.0,44747.0,45029.0,45325.0,45658.0,45614.0,45721.0,45717.0,45865.0,45856.0,46208.0,46772.0,47264.0,47425.0,47566.0,47738.0,47901.0,48385.0,48842.0,49470.0,49769.0,49830.0,49669.0,49438.0,49492.0,49577.0,49799.0,50073.0,50310.0,50396.0,50502.0,50804.0,51199.0,51859.0,52336.0,53119.0,53526.0,54113.0,54205.0,54340.0,54679.0,55020.0,55208.0,55010.0,55061.0,55009.0,54796.0,54554.0,54589.0,54950.0,55683.0,56358.0,56927.0,57407.0,57988.0,58655.0,59218.0,59925.0,60750.0,60997.0,61045.0,61036.0,61275.0,60891.0,60183.0,59346.0,59059.0,59304.0,59792.0,60427.0,60649.0,61109.0,61087.0,61278.0,61104.0,61860.0,62666.0,63890.0,64621.0,65030.0,65170.0,65150.0,65456.0,65857.0,66694.0,67288.0,67961.0,68164.0,68487.0,68545.0
101,757,101,Tulsa County,County,OK,OK,Tulsa,40,143,34701.0,34563.0,34585.0,34502.0,34583.0,34451.0,34402.0,34326.0,34500.0,34698.0,35044.0,35380.0,35651.0,35894.0,36117.0,36482.0,36668.0,37168.0,37643.0,38296.0,38602.0,38817.0,38798.0,38857.0,39173.0,39646.0,39969.0,40171.0,40409.0,40662.0,40844.0,40843.0,40819.0,40907.0,41066.0,41278.0,41318.0,41499.0,41517.0,41637.0,41628.0,41758.0,41818.0,41928.0,42253.0,42732.0,43264.0,43492.0,43577.0,43355.0,43604.0,43688.0,44132.0,44379.0,44781.0,45065.0,45184.0,45117.0,45077.0,45475.0,45977.0,46642.0,46950.0,47527.0,47894.0,48246.0,48499.0,48699.0,48945.0,49313.0,49811.0,50073.0,50240.0,50496.0,50773.0,50870.0,50842.0,50861.0,51023.0,51312.0,51832.0,52160.0,52380.0,52442.0,52600.0,52422.0,52370.0,52298.0,52267.0,52131.0,51821.0,51762.0,51501.0,51444.0,51237.0,51081.0,50894.0,50866.0,50757.0,50527.0,50461.0,50572.0,50858.0,50715.0,50585.0,50394.0,50284.0,50329.0,50263.0,50382.0,50433.0,50778.0,50852.0,50909.0,50730.0,50843.0,50933.0,50965.0,51086.0,51147.0,51450.0,51547.0,51604.0,51509.0,51667.0,51859.0,52131.0,52284.0,52410.0,52587.0,52647.0,52927.0,53107.0,53293.0,53558.0,53771.0,54118.0,54287.0,54631.0,54911.0,55340.0,55567.0,55780.0,55707.0,55703.0,55899.0,56048.0,56361.0,56359.0,56382.0,56081.0,55760.0,55478.0,55506.0,55742.0,55762.0,55714.0,55448.0,55351.0,54987.0,54447.0,54180.0,54500.0,54965.0,55194.0,55174.0,55126.0,55158.0,54949.0,54885.0,54902.0,55147.0,55533.0,55713.0,55214.0,54653.0,54106.0,53731.0,53174.0,52823.0,52699.0,52366.0,51883.0,51436.0,51070.0,50643.0,50396.0,50369.0,50448.0,50368.0,50159.0,50098.0,50306.0,50626.0,50872.0,50783.0,50998.0,51041.0,51122.0,50815.0,50546.0,50625.0,50978.0,51111.0,50677.0,50282.0,49967.0,50189.0,50045.0,50104.0,50161.0,50546.0,50904.0,51039.0,51066.0,51152.0,51354.0,51563.0,51738.0,51708.0,51886.0,52120.0,52476.0,52456.0,52363.0,52418.0,52629.0,52707.0,52806.0,52873.0,53136.0,53232.0,53091.0,52877.0,52433.0,52259.0,52047.0,51670.0,51124.0,50586.0,50483.0,50395.0,50346.0,50345.0,50642.0,51107.0,51757.0,52309.0,52832.0,53342.0,54002.0,54863.0,55421.0,56006.0,56320.0,56597.0,56757.0,56622.0,56572.0,56363.0,56561.0,56626.0,56707.0,56814.0,57154.0,57591.0,58009.0,58438.0,58658.0,58804.0,58889.0,59332.0,59438.0,59668.0,59795.0,60175.0,60104.0,59627.0,59139.0,58698.0,58717.0,59064.0,59549.0,59876.0,60085.0,60425.0,60760.0,60867.0,61260.0,61917.0,62657.0,63384.0,63877.0,64210.0,64459.0,64721.0
252,2668,252,Cleveland County,County,OK,OK,Oklahoma City,40,27,34285.0,34449.0,34746.0,35160.0,35799.0,36239.0,36657.0,36986.0,37254.0,37566.0,37745.0,37841.0,37655.0,37484.0,37407.0,37746.0,37747.0,37869.0,37711.0,37777.0,37947.0,38203.0,38398.0,38646.0,39130.0,39672.0,39786.0,39523.0,39029.0,38568.0,38582.0,38402.0,38246.0,37730.0,37726.0,37797.0,37983.0,38096.0,38243.0,38235.0,38488.0,39190.0,39811.0,40457.0,40787.0,41160.0,41006.0,40649.0,40526.0,40563.0,40990.0,41582.0,42524.0,42674.0,42328.0,41472.0,40833.0,40774.0,41003.0,41499.0,41400.0,41489.0,41301.0,41489.0,41298.0,41557.0,41870.0,42602.0,43700.0,44054.0,44351.0,44002.0,44256.0,44070.0,43991.0,43562.0,43355.0,43416.0,43966.0,44750.0,45158.0,45724.0,46050.0,46805.0,46936.0,47386.0,48095.0,49021.0,49766.0,49534.0,49431.0,49131.0,49131.0,49128.0,49140.0,49262.0,49396.0,49267.0,48760.0,48347.0,48051.0,48627.0,48866.0,49230.0,49333.0,49700.0,50489.0,51302.0,52630.0,54065.0,55501.0,56661.0,58052.0,59156.0,60103.0,60608.0,61106.0,61110.0,60331.0,59376.0,58361.0,57759.0,57243.0,56899.0,56325.0,55620.0,55048.0,54950.0,55428.0,55967.0,56863.0,57597.0,58619.0,59186.0,59558.0,59661.0,59502.0,59499.0,59562.0,59883.0,59917.0,59879.0,59420.0,58770.0,58268.0,57934.0,58247.0,58427.0,58976.0,59550.0,59599.0,58971.0,57786.0,57431.0,57794.0,58738.0,58582.0,58393.0,57983.0,58361.0,58856.0,58722.0,59124.0,59546.0,60505.0,60655.0,60838.0,60730.0,61367.0,61818.0,61889.0,61318.0,60500.0,60364.0,60182.0,59874.0,59326.0,58777.0,58025.0,57591.0,56861.0,56449.0,56180.0,56364.0,56503.0,56753.0,56673.0,56747.0,56528.0,56576.0,56679.0,56645.0,56966.0,57167.0,57181.0,56704.0,56385.0,55979.0,56053.0,56394.0,57393.0,58401.0,59315.0,60102.0,61096.0,61934.0,62812.0,63424.0,63757.0,63908.0,64119.0,64494.0,64720.0,64955.0,64916.0,65026.0,64429.0,64411.0,64288.0,64870.0,65389.0,66205.0,66490.0,66483.0,66050.0,66035.0,66415.0,67238.0,68188.0,69014.0,69803.0,70189.0,70729.0,71485.0,72658.0,73930.0,75003.0,75142.0,74357.0,72513.0,70921.0,69589.0,69217.0,69280.0,69781.0,69668.0,69615.0,69220.0,69754.0,70520.0,71840.0,73252.0,74754.0,75871.0,76168.0,76475.0,76080.0,75843.0,75257.0,75056.0,74495.0,73989.0,74171.0,74585.0,74517.0,73674.0,73785.0,73895.0,74682.0,74754.0,74954.0,74715.0,74103.0,73251.0,72461.0,71904.0,72109.0,72765.0,73031.0,73106.0,72806.0,73466.0,73929.0,74706.0,75580.0,76928.0,77900.0,78683.0,79152.0,79790.0,80498.0,81445.0,82572.0,83330.0,84321.0,85267.0
485,2221,487,Comanche County,County,OK,OK,Lawton,40,31,34054.0,34101.0,34249.0,34474.0,34729.0,34892.0,34963.0,34959.0,34844.0,34782.0,34617.0,34564.0,34615.0,34903.0,34971.0,34904.0,34910.0,35144.0,35341.0,35367.0,35290.0,35172.0,35110.0,34995.0,34664.0,34090.0,33741.0,33619.0,33205.0,32563.0,32056.0,32000.0,32157.0,32282.0,32410.0,32226.0,32027.0,31679.0,31272.0,30767.0,30415.0,30181.0,30084.0,29795.0,29760.0,29503.0,29319.0,29290.0,29406.0,29530.0,29415.0,29272.0,29312.0,29252.0,29189.0,29092.0,28708.0,28408.0,28117.0,28026.0,27905.0,27843.0,27928.0,27990.0,27961.0,27986.0,27908.0,27793.0,27683.0,27569.0,27412.0,27223.0,27190.0,27237.0,27285.0,27330.0,27293.0,27354.0,27389.0,27503.0,27595.0,27758.0,27872.0,27794.0,27593.0,27546.0,27698.0,28035.0,28185.0,28162.0,28047.0,27920.0,27866.0,27986.0,28218.0,28554.0,28592.0,28276.0,27686.0,26929.0,26527.0,26252.0,26199.0,26231.0,26598.0,26942.0,27362.0,27582.0,28096.0,28615.0,29325.0,29983.0,30591.0,31070.0,31576.0,31972.0,31970.0,31506.0,30603.0,29878.0,29567.0,29819.0,30068.0,30283.0,30303.0,30369.0,30170.0,29688.0,28937.0,28383.0,28473.0,28813.0,28682.0,28099.0,27365.0,26830.0,26470.0,26454.0,26559.0,26901.0,27302.0,27871.0,28049.0,28145.0,28377.0,28571.0,28783.0,28805.0,28842.0,28437.0,28071.0,27682.0,27708.0,27562.0,27487.0,27239.0,27083.0,27011.0,27090.0,27254.0,27354.0,27426.0,27448.0,27490.0,27431.0,27434.0,27502.0,27571.0,27591.0,27774.0,27942.0,28016.0,28102.0,28319.0,28709.0,28998.0,29171.0,29309.0,29487.0,29740.0,29633.0,29286.0,28868.0,28897.0,28863.0,28948.0,28755.0,28795.0,28666.0,28621.0,28408.0,28243.0,28271.0,28440.0,28678.0,28666.0,28649.0,28567.0,28540.0,28408.0,28502.0,28611.0,28806.0,28902.0,29179.0,29405.0,29509.0,29418.0,29331.0,29211.0,29180.0,29247.0,29324.0,29270.0,29206.0,29147.0,29168.0,29136.0,29290.0,29477.0,29751.0,29958.0,30109.0,30152.0,30123.0,30155.0,30124.0,30106.0,30111.0,30168.0,30084.0,29922.0,29833.0,29867.0,29979.0,30069.0,30151.0,30245.0,30265.0,30352.0,29953.0,29717.0,29505.0,29724.0,29769.0,29597.0,29490.0,29552.0,29727.0,29630.0,29598.0,29503.0,29709.0,29583.0,29564.0,29373.0,29425.0,29453.0,29491.0,29008.0,28487.0,28233.0,28354.0,28492.0,28497.0,28829.0,29033.0,29182.0,28870.0,29084.0,28967.0,29381.0,29593.0,30039.0,30113.0,30247.0,30402.0,30221.0,29724.0,29196.0,29171.0,29028.0,29036.0,28962.0,29062.0,29130.0,29310.0,29547.0,29897.0,30510.0,31534.0,32786.0,34011.0,35264.0,36783.0,38435.0
514,2173,516,Canadian County,County,OK,OK,Oklahoma City,40,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99496.0,101232.0,102601.0,105244.0,107249.0,108712.0,109644.0,109317.0,108666.0,107623.0,107149.0,107456.0,107441.0,107648.0,107008.0,106982.0,107297.0,108720.0,110314.0,113021.0,115090.0,117342.0,118388.0,118451.0,118883.0,118061.0,118136.0,117238.0,116641.0,114907.0,113651.0,113518.0,114954.0,116468.0,117469.0,117571.0,117817.0,117764.0,117918.0,117995.0,119297.0,120962.0,122744.0,122830.0,122225.0,121388.0,122356.0,123280.0,123303.0,123174.0,122157.0,120760.0,117855.0,115270.0,113158.0,112599.0,112447.0,112390.0,110841.0,110190.0,109519.0,108632.0,108131.0,108446.0,109499.0,110499.0,111460.0,111786.0,112378.0,111525.0,112012.0,111991.0,113606.0,115363.0,117294.0,118947.0,119395.0,118249.0,115523.0,112205.0,109007.0,107118.0,105244.0,103472.0,100926.0,99306.0,97990.0,97296.0,97420.0,98364.0,100100.0,102423.0,104678.0,106824.0,108450.0,110420.0,112417.0,112848.0,111681.0,109301.0,107552.0,107515.0,108852.0,110188.0,111412.0,112483.0,112369.0,110746.0,108844.0,109794.0,113166.0,116366.0,117557.0,117469.0,117024.0,116565.0,115211.0,113809.0,113662.0,114178.0,114614.0,112875.0,111157.0,111665.0,114493.0,116721.0,116886.0,116657.0,117081.0,118151.0,119526.0,122027.0,124741.0,126728.0,126679.0,124209.0,121112.0,117663.0,115609.0,113673.0,112244.0,110109.0,107636.0,105331.0,102198.0,99427.0,96215.0,94120.0,91516.0,89537.0,87686.0,86117.0,83803.0,81397.0,78926.0,76090.0,74334.0,73106.0,72902.0,71953.0,70373.0,69037.0,67890.0,66588.0,65796.0,65276.0,65267.0,65368.0,66124.0,67360.0,68075.0,68073.0,68546.0,68902.0,69466.0,70240.0,71551.0,73057.0,74167.0,75015.0,74840.0,74300.0,73870.0,74314.0,74767.0,75102.0,75100.0,74933.0,74120.0,73005.0,71938.0
644,1358,648,Rogers County,County,OK,OK,Tulsa,40,131,49146.0,49061.0,49060.0,49072.0,49163.0,49271.0,49576.0,49924.0,50238.0,50361.0,50692.0,51022.0,51363.0,51557.0,52072.0,52641.0,53048.0,53173.0,52964.0,52966.0,53107.0,53284.0,53271.0,53269.0,53526.0,53923.0,53705.0,53394.0,53171.0,53426.0,53653.0,53511.0,53305.0,53649.0,53793.0,53970.0,53694.0,53767.0,53915.0,54004.0,54229.0,54463.0,55067.0,55582.0,55934.0,55921.0,56000.0,55966.0,56018.0,56287.0,56639.0,56906.0,56766.0,56596.0,56575.0,56596.0,56794.0,57054.0,57631.0,58535.0,59238.0,59609.0,60112.0,60681.0,61361.0,61930.0,62372.0,63315.0,63961.0,64209.0,63650.0,63145.0,63188.0,62824.0,61869.0,61321.0,60880.0,60467.0,59540.0,58544.0,57679.0,57382.0,57843.0,58062.0,57675.0,57474.0,57977.0,57951.0,58410.0,58793.0,59568.0,59607.0,59663.0,59164.0,58477.0,57936.0,58155.0,58474.0,58127.0,58000.0,57399.0,57200.0,56390.0,56168.0,55988.0,56735.0,57375.0,57495.0,57092.0,56889.0,57190.0,57717.0,58204.0,58846.0,59753.0,60389.0,61094.0,60985.0,61166.0,61384.0,62012.0,62112.0,62389.0,62007.0,61743.0,60636.0,60865.0,61325.0,62110.0,62293.0,62283.0,62628.0,62691.0,63132.0,63118.0,63227.0,62943.0,63122.0,62490.0,62471.0,62035.0,62471.0,62501.0,62428.0,62731.0,62910.0,63557.0,64271.0,65707.0,66879.0,67465.0,67207.0,67179.0,67266.0,67299.0,67607.0,67603.0,68268.0,68166.0,68376.0,68055.0,67989.0,68099.0,68354.0,68451.0,68170.0,68670.0,69033.0,69683.0,69618.0,69896.0,69780.0,69763.0,69771.0,70101.0,70473.0,70698.0,70876.0,70610.0,70110.0,69235.0,68589.0,68297.0,68493.0,68538.0,68693.0,68690.0,68761.0,68832.0,69512.0,70252.0,71323.0,72017.0,72095.0,71906.0,71384.0,71646.0,71575.0,71465.0,70796.0,70343.0,69796.0,69783.0,69900.0,70194.0,71155.0,72000.0,73868.0,75033.0,76038.0,76450.0,77477.0,78617.0,79008.0,78894.0,77983.0,77865.0,77414.0,77441.0,75994.0,74833.0,73858.0,73713.0,73716.0,73406.0,73704.0,73590.0,74235.0,74683.0,75063.0,74835.0,74430.0,73871.0,73508.0,73725.0,73781.0,73987.0,73949.0,74058.0,74131.0,73528.0,73589.0,73858.0,75408.0,76793.0,78319.0,78742.0,79077.0,79140.0,78883.0,79086.0,78654.0,78915.0,78932.0,79209.0,78833.0,78209.0,78032.0,77988.0,78103.0,78574.0,80273.0,82186.0,84399.0,85835.0,86096.0,86422.0,86485.0,88115.0,89000.0,90533.0,91402.0,92191.0,92138.0,91592.0,90681.0,90023.0,90295.0,90854.0,92217.0,93114.0,93945.0,94634.0,95596.0,96712.0,97702.0,98889.0,100336.0,101833.0,103168.0,104083.0,104519.0,104493.0,104768.0,104751.0,104749.0
696,670,701,Payne County,County,OK,OK,Stillwater,40,119,31051.0,31276.0,31397.0,31642.0,31899.0,32053.0,32255.0,32235.0,32365.0,32325.0,32360.0,32480.0,32929.0,33347.0,33745.0,33872.0,34139.0,34615.0,35218.0,35746.0,35934.0,36370.0,36850.0,37371.0,37432.0,37397.0,37349.0,37693.0,37826.0,37657.0,37115.0,37327.0,37933.0,38582.0,38830.0,38732.0,38562.0,38360.0,38231.0,38283.0,38190.0,38646.0,39184.0,39539.0,39345.0,38970.0,38865.0,38880.0,38855.0,38771.0,38882.0,39035.0,39503.0,39750.0,39999.0,39764.0,39845.0,39736.0,39855.0,39627.0,39934.0,40221.0,40625.0,40427.0,40356.0,39932.0,39871.0,39779.0,40117.0,40372.0,40547.0,40805.0,40866.0,41016.0,40881.0,41225.0,41081.0,41211.0,41047.0,41372.0,41306.0,41690.0,41898.0,42425.0,42584.0,42695.0,42673.0,42630.0,42711.0,42833.0,43000.0,43025.0,42956.0,42627.0,42381.0,42136.0,41965.0,41809.0,41988.0,42118.0,42567.0,42499.0,42642.0,42333.0,42296.0,42148.0,42181.0,42177.0,42233.0,42355.0,42113.0,41887.0,41328.0,41538.0,41369.0,41871.0,41919.0,42509.0,42674.0,43111.0,43605.0,44141.0,44394.0,44524.0,44706.0,44827.0,45151.0,45187.0,45194.0,44599.0,44100.0,43228.0,42728.0,42259.0,42800.0,43187.0,43501.0,43341.0,43279.0,43232.0,43770.0,44523.0,45823.0,47076.0,47857.0,48346.0,48342.0,48776.0,49500.0,50266.0,50992.0,51594.0,52147.0,52518.0,52581.0,52731.0,53109.0,53667.0,54016.0,54415.0,54554.0,54958.0,54876.0,55227.0,55129.0,55534.0,55536.0,55713.0,55459.0,55111.0,54724.0,54091.0,53631.0,53265.0,53498.0,53397.0,53294.0,52902.0,52631.0,52350.0,52371.0,52518.0,52818.0,52896.0,52982.0,52919.0,52757.0,52697.0,52810.0,52807.0,52834.0,52792.0,52933.0,52990.0,53034.0,53182.0,53390.0,53470.0,53487.0,53178.0,52852.0,52667.0,52703.0,52822.0,52751.0,52674.0,52477.0,52343.0,52132.0,52164.0,52140.0,52309.0,52453.0,52573.0,52565.0,52427.0,52311.0,52316.0,52525.0,52684.0,52795.0,52896.0,53066.0,53447.0,53637.0,53929.0,54131.0,54440.0,54471.0,54648.0,54801.0,55228.0,55595.0,55755.0,55831.0,55669.0,55817.0,55759.0,56148.0,56453.0,57051.0,57113.0,57324.0,57408.0,57499.0,57517.0,57771.0,58250.0,58659.0,59042.0,58922.0,59035.0,59103.0,59540.0,59506.0,59774.0,60289.0,61143.0,61708.0,61913.0,62066.0,62392.0,62832.0,63040.0,63405.0,64004.0,64824.0,65076.0,65137.0,65195.0,65313.0,65593.0,65842.0,66270.0,66399.0,66491.0,66403.0,66843.0,67410.0,68110.0,68740.0,69215.0,69542.0,69580.0,69717.0,69779.0,70119.0,70540.0,71013.0,70879.0,70626.0,70492.0,70455.0,70455.0,70580.0,70891.0
734,2065,739,Wagoner County,County,OK,OK,Tulsa,40,145,,,,,,,,,,,,,,,,,,,,,,,,,,,31773.0,32408.0,33048.0,34235.0,35461.0,36649.0,37507.0,38059.0,38556.0,39040.0,39510.0,39800.0,40328.0,40702.0,40710.0,40478.0,39969.0,39545.0,39404.0,39465.0,39371.0,39136.0,38755.0,38496.0,37871.0,37331.0,37045.0,36973.0,37030.0,36810.0,36565.0,36441.0,36522.0,36560.0,36645.0,36615.0,36520.0,36401.0,36400.0,36557.0,36646.0,36798.0,37030.0,37232.0,37157.0,37149.0,37047.0,37196.0,37235.0,37365.0,37495.0,37380.0,37282.0,37226.0,37399.0,37576.0,37768.0,37782.0,37904.0,37916.0,38280.0,38488.0,38616.0,38721.0,38725.0,38818.0,38671.0,38602.0,38647.0,38850.0,38982.0,38989.0,38799.0,38904.0,39137.0,39431.0,39629.0,39758.0,39875.0,39859.0,39758.0,39968.0,40332.0,40663.0,40938.0,41102.0,41071.0,40938.0,40923.0,40888.0,41112.0,41468.0,42071.0,41980.0,41647.0,41774.0,42181.0,42424.0,42635.0,43341.0,44716.0,46368.0,47556.0,48122.0,48391.0,49183.0,50245.0,50653.0,50710.0,50901.0,51441.0,51274.0,50435.0,49517.0,49373.0,49904.0,50299.0,50389.0,50184.0,50591.0,51121.0,51520.0,51454.0,52047.0,52451.0,52606.0,51899.0,51715.0,51832.0,52200.0,52463.0,52437.0,52411.0,52515.0,52954.0,53063.0,53214.0,53423.0,54015.0,53858.0,53713.0,53222.0,53249.0,52990.0,52901.0,52716.0,52585.0,52414.0,52479.0,52544.0,52664.0,52736.0,52633.0,52818.0,52795.0,53167.0,53326.0,53477.0,53306.0,53126.0,52857.0,52748.0,52615.0,52666.0,52770.0,52796.0,52587.0,52358.0,52128.0,52119.0,52254.0,52487.0,52737.0,52726.0,52676.0,52683.0,52757.0,52864.0,53013.0,53081.0,53234.0,53311.0,53453.0,53564.0,53655.0,53928.0,54102.0,53993.0,53837.0,53764.0,53957.0,53832.0,53595.0,53468.0,53751.0,54387.0,55145.0,55747.0,56224.0,56464.0,56670.0,56840.0,57275.0,58195.0,59159.0,59703.0,59596.0,58769.0,58018.0,57470.0,57691.0,58295.0,58911.0,59000.0,59159.0,59770.0,60974.0,62284.0,63321.0,64296.0,64533.0,64834.0,64643.0,65063.0,65836.0,67798.0,69189.0,69380.0,68582.0,67809.0,67555.0,67610.0,68389.0,69106.0,70143.0,70974.0,71861.0,72027.0,71428.0,70682.0,69779.0,69578.0,69620.0,70853.0,72418.0,74215.0,74705.0,74529.0,73114.0,71937.0,71122.0,71063.0,71303.0,70620.0,70669.0,70572.0,70503.0,69938.0,69756.0,70311.0,71707.0,73120.0,74761.0,76214.0,77777.0,79861.0,81265.0,82268.0,83156.0,84573.0
