,RegionName,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31
101,Tulsa ,333918.0,334758.0,335533.0,337297.0,337495.0,336713.0,333813.0,332026.0,329786.0,328020.0,326249.0,326066.0,326004.0,324847.0,322517.0,319838.0,317790.0,317448.0,318590.0,319292.0,320216.0,320174.0,320720.0,320642.0,320299.0,320447.0,320535.0,321466.0,323371.0,324002.0,324249.0,324482.0,324833.0,325980.0,326648.0,327539.0,328013.0,328495.0,329684.0,331446.0,331902.0,332456.0,332806.0,333894.0,334999.0,335432.0,335899.0,336244.0,336680.0,337187.0,337037.0,336460.0,336451.0,336945.0,337959.0,338002.0,338042.0,339351.0,340973.0,341914.0,342744.0,343164.0,344560.0,344514.0,344394.0,344440.0,344782.0,345439.0,345554.0,343799.0,341712.0,339978.0,339975.0,340485.0,340459.0,341071.0,342004.0,342931.0,343171.0,343119.0,343058.0,343837.0,344601.0,345846.0,345750.0,345866.0,346140.0,346976.0,347214.0,346415.0,345396.0,344674.0,345176.0,345247.0,345785.0,346265.0,347947.0,348709.0,349138.0,349137.0,349200.0,349288.0,349630.0,350249.0,350125.0,350578.0,351718.0,352995.0,352403.0,350901.0,349786.0,349020.0,349457.0,350434.0,351577.0,351785.0,351686.0,351820.0,351510.0,351161.0,352026.0,354138.0,356299.0,358472.0,359985.0,361474.0,363020.0,365403.0
647,Rogers ,344669.0,345275.0,345138.0,344901.0,344276.0,343301.0,342792.0,342035.0,341525.0,340453.0,339501.0,338288.0,338395.0,338277.0,338261.0,337145.0,336002.0,334984.0,334312.0,334177.0,334028.0,333832.0,333726.0,333426.0,329863.0,324460.0,318017.0,314907.0,314137.0,314707.0,314264.0,312591.0,310650.0,308192.0,306914.0,306549.0,308512.0,311180.0,312290.0,312635.0,312119.0,312577.0,313702.0,314532.0,316689.0,317324.0,317936.0,317012.0,317672.0,319273.0,325863.0,331489.0,335347.0,334240.0,333899.0,336565.0,337229.0,341461.0,343932.0,349143.0,352431.0,356421.0,356412.0,354055.0,351810.0,353836.0,355530.0,354752.0,354392.0,352098.0,351225.0,349792.0,349053.0,348477.0,348305.0,351382.0,353716.0,355698.0,356354.0,357297.0,358696.0,360411.0,360372.0,358418.0,355333.0,353405.0,352729.0,351827.0,351808.0,350307.0,350019.0,350175.0,350470.0,350771.0,351698.0,353997.0,356539.0,356172.0,354950.0,353403.0,353951.0,355415.0,356856.0,358260.0,359848.0,361903.0,364037.0,365074.0,365012.0,365899.0,366953.0,369785.0,371396.0,373121.0,373628.0,373378.0,373200.0,372497.0,372291.0,372770.0,374321.0,376528.0,378937.0,380281.0,381611.0,382992.0,385424.0,388704.0
738,Wagoner ,249227.0,249377.0,249222.0,249044.0,249053.0,249300.0,248963.0,248496.0,247936.0,247741.0,247261.0,246544.0,245632.0,244766.0,244131.0,243644.0,243641.0,243621.0,243803.0,243587.0,243652.0,243564.0,243677.0,243823.0,243897.0,243989.0,244033.0,244105.0,243951.0,243666.0,243526.0,243576.0,243613.0,244033.0,244434.0,245012.0,245230.0,245613.0,245877.0,246164.0,246413.0,246790.0,247173.0,247697.0,248175.0,248302.0,248375.0,248387.0,248859.0,249370.0,249876.0,250778.0,251713.0,252792.0,253638.0,254451.0,255277.0,256226.0,257186.0,258194.0,258479.0,258196.0,257960.0,257725.0,257982.0,258345.0,258956.0,259109.0,259160.0,259038.0,260079.0,261095.0,262412.0,264303.0,266090.0,267148.0,266363.0,265551.0,265152.0,265251.0,265039.0,265231.0,264255.0,262994.0,262952.0,264269.0,266247.0,268159.0,269597.0,270701.0,271046.0,272013.0,273384.0,275006.0,276253.0,278289.0,278431.0,275248.0,270802.0,266826.0,266993.0,267722.0,269304.0,269796.0,269683.0,269514.0,268986.0,268310.0,267974.0,270314.0,273679.0,275678.0,275953.0,276086.0,276263.0,276008.0,275747.0,276018.0,277370.0,278745.0,280725.0,282192.0,283654.0,286360.0,288975.0,291896.0,294969.0,299281.0
750,Muskogee ,134205.0,134742.0,135242.0,135648.0,135914.0,135848.0,135909.0,135882.0,135901.0,135597.0,135241.0,134955.0,134708.0,134266.0,133816.0,133286.0,132987.0,132661.0,132749.0,133042.0,133463.0,133351.0,133198.0,132835.0,133015.0,133298.0,133784.0,134337.0,134805.0,135409.0,135649.0,135929.0,136151.0,137567.0,139284.0,140967.0,141505.0,141812.0,141915.0,141854.0,141706.0,141774.0,142114.0,142526.0,143156.0,143096.0,142670.0,142257.0,142797.0,143305.0,143704.0,144101.0,144618.0,144822.0,144806.0,144953.0,144970.0,144958.0,145196.0,145461.0,145167.0,144943.0,145195.0,145658.0,146118.0,146612.0,147406.0,147785.0,147962.0,148666.0,149539.0,150399.0,151114.0,151687.0,152086.0,152376.0,152580.0,152808.0,152873.0,153160.0,153627.0,153800.0,153598.0,153550.0,153801.0,154709.0,155321.0,155785.0,156056.0,156458.0,156866.0,157192.0,157486.0,157863.0,157976.0,158007.0,157987.0,157656.0,157589.0,157808.0,158502.0,159024.0,159297.0,159574.0,160033.0,160420.0,160515.0,160499.0,160524.0,161335.0,162224.0,163167.0,163793.0,164303.0,164954.0,165556.0,166065.0,166630.0,167659.0,168772.0,169810.0,170251.0,170566.0,170731.0,170959.0,171343.0,171745.0,172171.0
758,Creek ,221317.0,222104.0,222518.0,221980.0,221032.0,220414.0,219961.0,219995.0,220049.0,218013.0,215745.0,213327.0,213004.0,212329.0,211876.0,211384.0,211026.0,210834.0,210854.0,210731.0,210272.0,210274.0,210672.0,211229.0,211060.0,210880.0,210393.0,210234.0,210385.0,210394.0,210504.0,210554.0,211161.0,212467.0,213588.0,214576.0,214814.0,215153.0,215945.0,216426.0,216502.0,216589.0,217021.0,217764.0,218040.0,217138.0,216460.0,215810.0,216167.0,216446.0,216759.0,217503.0,218231.0,218945.0,219431.0,219907.0,220795.0,222488.0,224126.0,225828.0,227029.0,228042.0,228743.0,229326.0,230654.0,231974.0,233130.0,233622.0,234061.0,233759.0,233794.0,233509.0,233912.0,234324.0,235135.0,235805.0,235886.0,235980.0,236303.0,237326.0,238100.0,239341.0,240009.0,241051.0,241139.0,241191.0,240997.0,241502.0,242740.0,244134.0,245016.0,245328.0,245486.0,246187.0,247004.0,248206.0,249304.0,250626.0,251853.0,253136.0,254147.0,255300.0,256484.0,257806.0,259070.0,259921.0,260534.0,260685.0,261403.0,263718.0,265873.0,266412.0,265125.0,263682.0,263459.0,264733.0,266564.0,268490.0,269893.0,271526.0,273050.0,273287.0,273793.0,275455.0,278647.0,281973.0,284538.0,286012.0
963,Washington ,248232.0,247624.0,247694.0,247628.0,247433.0,247220.0,246811.0,246450.0,246052.0,245830.0,245599.0,245329.0,244617.0,243436.0,242516.0,242006.0,241921.0,241768.0,241769.0,241822.0,242025.0,242436.0,242188.0,242134.0,242228.0,243168.0,243737.0,243855.0,243707.0,243806.0,244012.0,244364.0,244435.0,244081.0,244015.0,243988.0,244499.0,244742.0,245132.0,245329.0,245457.0,245510.0,245521.0,245569.0,245714.0,245663.0,245935.0,246189.0,246519.0,246632.0,246940.0,247749.0,248963.0,249843.0,250703.0,250815.0,251311.0,252430.0,253941.0,255363.0,256410.0,257627.0,258577.0,259086.0,260648.0,262177.0,263590.0,263239.0,262763.0,261445.0,260565.0,260082.0,260465.0,260969.0,261454.0,262230.0,260202.0,258830.0,257372.0,260272.0,262465.0,265154.0,265539.0,265864.0,265153.0,264707.0,263846.0,263219.0,263554.0,264071.0,264738.0,264443.0,264319.0,263918.0,264708.0,265252.0,266518.0,266058.0,266500.0,266096.0,267038.0,266978.0,267334.0,267340.0,268162.0,268969.0,269980.0,270731.0,271164.0,272226.0,272969.0,274405.0,275601.0,277545.0,279382.0,279566.0,279001.0,278382.0,278372.0,278747.0,279303.0,280307.0,281339.0,282325.0,282853.0,283392.0,283951.0,286215.0
1013,Osage ,201954.0,200910.0,200257.0,199890.0,199596.0,199293.0,198945.0,198562.0,198227.0,198048.0,197747.0,197904.0,197864.0,197809.0,197465.0,197427.0,197472.0,197549.0,197562.0,197780.0,198104.0,198221.0,198417.0,198516.0,198733.0,198893.0,199104.0,199253.0,199232.0,199499.0,199728.0,200098.0,200185.0,200375.0,200611.0,200952.0,202037.0,203264.0,204402.0,204753.0,205041.0,205060.0,205283.0,205371.0,205868.0,206269.0,206851.0,207208.0,207556.0,207548.0,207907.0,208503.0,209435.0,210221.0,210925.0,211237.0,211438.0,212252.0,213194.0,214401.0,214194.0,214384.0,214412.0,215053.0,215268.0,215495.0,215550.0,216138.0,216447.0,216040.0,215366.0,214574.0,214964.0,214944.0,214689.0,214456.0,214468.0,214875.0,215126.0,215368.0,215767.0,216474.0,216958.0,217469.0,217891.0,218969.0,220277.0,220916.0,221591.0,221922.0,222872.0,223155.0,223636.0,223874.0,224346.0,224812.0,225187.0,225520.0,226336.0,227422.0,228592.0,229351.0,230193.0,231546.0,232581.0,233466.0,233613.0,234201.0,234688.0,235897.0,237049.0,238821.0,240419.0,242019.0,242753.0,243001.0,243293.0,244003.0,245410.0,246436.0,247565.0,248036.0,248277.0,248052.0,247922.0,248074.0,248721.0,249602.0
1146,Mayes ,206263.0,206028.0,205326.0,204723.0,205286.0,205032.0,204164.0,203099.0,204537.0,205779.0,206548.0,205424.0,202313.0,200583.0,201286.0,203321.0,204462.0,204057.0,204411.0,205088.0,204789.0,204753.0,204359.0,204753.0,205883.0,207112.0,207300.0,206881.0,206441.0,206959.0,207246.0,207863.0,208330.0,208128.0,207877.0,208154.0,209586.0,210469.0,210847.0,210834.0,210999.0,211504.0,211825.0,211847.0,211872.0,212345.0,213688.0,214604.0,214940.0,215608.0,216151.0,217010.0,217953.0,219081.0,220513.0,221286.0,222422.0,223286.0,224076.0,224963.0,226044.0,227256.0,228746.0,229960.0,230643.0,231236.0,231920.0,233146.0,233767.0,234747.0,235632.0,236629.0,237045.0,237356.0,237872.0,238973.0,240194.0,241293.0,241993.0,242684.0,243463.0,244158.0,244724.0,245344.0,246541.0,247790.0,249046.0,249758.0,250681.0,251403.0,252154.0,253478.0,254842.0,256480.0,257135.0,257926.0,258423.0,259209.0,259137.0,259293.0,259522.0,260738.0,261596.0,261861.0,261905.0,262129.0,262440.0,262403.0,262122.0,263441.0,265133.0,266882.0,268425.0,269978.0,271634.0,272178.0,272794.0,273486.0,274819.0,276299.0,277985.0,278238.0,278613.0,278919.0,279309.0,279239.0,279247.0,280269.0
1170,Okmulgee ,116890.0,116208.0,115338.0,114688.0,114828.0,115183.0,115374.0,115470.0,115332.0,115405.0,114888.0,114119.0,112899.0,112512.0,112332.0,112359.0,112093.0,111948.0,111790.0,111775.0,111769.0,111351.0,110676.0,109957.0,109668.0,109836.0,109901.0,109974.0,110011.0,109877.0,109910.0,109356.0,108939.0,108921.0,109530.0,110464.0,111178.0,111510.0,111892.0,112094.0,112300.0,112452.0,112800.0,113743.0,114656.0,114929.0,115242.0,115180.0,115687.0,115849.0,116245.0,116778.0,117464.0,118177.0,118531.0,118723.0,118879.0,119238.0,119305.0,119941.0,120260.0,121003.0,121478.0,121961.0,122266.0,122424.0,122614.0,122816.0,123102.0,124131.0,124969.0,125498.0,125572.0,125580.0,125779.0,126029.0,126277.0,126680.0,127304.0,128349.0,129017.0,129023.0,128923.0,129019.0,129748.0,130727.0,131512.0,131845.0,132423.0,133014.0,133659.0,133627.0,134354.0,135004.0,136052.0,136533.0,136608.0,136990.0,137563.0,138811.0,139324.0,139951.0,140314.0,141151.0,141724.0,142664.0,143055.0,143143.0,142925.0,142813.0,143152.0,143885.0,145609.0,147133.0,148243.0,148442.0,148585.0,148960.0,149653.0,150801.0,152245.0,153385.0,154094.0,154224.0,153885.0,153642.0,153849.0,154667.0
